经世之才	jīng/shì/zhī/cái
经丘寻壑	jīng/qiū/xún/hè
经久不息	jīng/jiǔ/bù/xī
经久不衰	jīng/jiǔ/bù/shuāi
经传	jīng/zhuàn
经卷	jīng/juàn
经史百子	jīng/shǐ/bǎi/zǐ
经国之才	jīng/guó/zhī/cái
经国大业	jīng/guó/dà/yè
经天纬地	jīng/tiān/wěi/dì
经帮纬国	jīng/bāng/wěi/guó
经幢	jīng/chuáng
经年累月	jīng/nián/lěi/yuè
经度	jīng/dù
经文纬武	jīng/wén/wěi/wǔ
经明行修	jīng/míng/xíng/xiū
经期	jīng/qī
经济	jīng/jì
经济之才	jīng/jì/zhī/cái
经济合同	jīng/jì/hé/tóng
经济基础	jīng/jì/jī/chǔ
经济开发区	jīng/jì/kāi/fā/qū
经济效益	jīng/jì/xiào/yì
经济特区	jīng/jì/tè/qū
经济犯罪	jīng/jì/fàn/zuì
经济规律	jīng/jì/guī/lǜ
经纪	jīng/jì
经纪人	jīng/jì/rén
经纬万端	jīng/wěi/wàn/duān
经纬天下	jīng/wěi/tiān/xià
经纬度	jīng/wěi/dù
经纶	jīng/lún
经纶济世	jīng/lún/jì/shì
经纶满腹	jīng/lún/mǎn/fù
经络	jīng/luò
经脉	jīng/mài
经血	jīng/xuè
经过	jīng/guò
经邦纬国	jīng/bāng/wěi/guó
经邦论道	jīng/bāng/lùn/dào
经验之谈	jīng/yàn/zhī/tán
绑扎	bǎng/zhā
绑票	bǎng/piào
结不解缘	jié/bù/jiě/yuán
结业	jié/yè
结义	jié/yì
结交	jié/jiāo
结亲	jié/qīn
结仇	jié/chóu
结伙	jié/huǒ
结伴	jié/bàn
结余	jié/yú
结党营私	jié/dǎng/yíng/sī
结冰	jié/bīng
结发	jié/fà
结发夫妻	jié/fà/fū/qī
结合	jié/hé
结喉	jié/hóu
结婚	jié/hūn
结婚证书	jié/hūn/zhèng/shū
结子	jié/zǐ
结存	jié/cún
结实	jiē/shi
结尾	jié/wěi
结局	jié/jú
结巴	jiē/bā
结帐	jié/zhàng
结幕	jié/mù
结庐	jié/lú
结彩	jié/cǎi
结怨	jié/yuàn
结成	jié/chéng
结扎	jié/zā
结拜	jié/bài
结晶	jié/jīng
结晶体	jié/jīng/tǐ
结束	jié/shù
结束语	jié/shù/yǔ
结构	jié/gòu
结果	jié/guǒ
结核	jié/hé
结核杆菌	jié/hé/gǎn/jūn
结核病	jié/hé/bìng
结案	jié/àn
结汇	jié/huì
结清	jié/qīng
结点	jié/diǎn
结疤	jié/bā
结痂	jié/jiā
结盟	jié/méng
结石	jié/shí
结社	jié/shè
结算	jié/suàn
结结巴巴	jiē/jiē/bā/bā
结绳而治	jié/shéng/ér/zhì
结缔组织	jié/dì/zǔ/zhī
结缘	jié/yuán
结网	jié/wǎng
结肠	jié/cháng
结膜	jié/mó
结膜炎	jié/mó/yán
结舌	jié/shé
结舌杜口	jié/shé/dù/kǒu
结节	jié/jié
结草衔环	jié/cǎo/xián/huán
结论	jié/lùn
结识	jié/shí
结语	jié/yǔ
结账	jié/zhàng
结队	jié/duì
结集	jié/jí
结驷连骑	jié/sì/lián/qí
绕口令	rào/kǒu/lìng
绕圈子	rào/quān/zi
绕梁三日	rǎo/liáng/sān/rì
绕梁之音	rǎo/liáng/zhī/yīn
绕行	rào/xíng
绕远儿	rào/yuǎn/ér
绘划	huì/huà
绘声绘影	huì/shēng/huì/yǐng
绘声绘色	huì/shēng/huì/sè
绘影绘声	huì/yǐng/huì/shēng
给与	gěi/yǔ
给予	jǐ/yǔ
给付	gěi/fù
给以	gěi/yǐ
给体	jǐ/tǐ
给养	jǐ/yǎng
给定	gěi/dìng
给水	jǐ/shuǐ
给水器	jǐ/shuǐ/qì
给水工程	jǐ/shuǐ/gōng/chéng
给水站	jǐ/shuǐ/zhàn
给水管	jǐ/shuǐ/guǎn
给水箱	jǐ/shuǐ/xiāng
给脸不要脸	gěi/liǎn/bú/yào/liǎn
给钱	gěi/qián
给面子	gěi/miàn/zi
绚丽	xuàn/lì
绚丽多彩	xuàn/lì/duō/cǎi
络子	lào/zi
络绎	luò/yì
络绎不绝	luò/yì/bù/jué
络脉	luò/mài
络腮	luò/sāi
络腮胡子	luò/sāi/hú/zǐ
绝世佳人	jué/shì/jiā/rén
绝世无双	jué/shì/wú/shuāng
绝世独立	jué/shì/dú/lì
绝世超伦	jué/shì/chāo/lún
绝仁弃义	jué/rén/qì/yì
绝代佳人	jué/dài/jiā/rén
绝伦逸群	jué/lún/yì/qún
绝倒	jué/dǎo
绝其本根	jué/qí/běn/gēn
绝口不道	jué/kǒu/bù/dào
绝后光前	jué/hòu/guāng/qián
绝国殊俗	jué/guó/shū/sú
绝圣弃智	jué/shèng/qì/zhì
绝地	jué/dì
绝处逢生	jué/chù/féng/shēng
绝妙好辞	jué/miào/hǎo/cí
绝子绝孙	jué/zǐ/jué/sūn
绝少分甘	jué/shǎo/fēn/gān
绝无仅有	jué/wú/jǐn/yǒu
绝景	jué/jǐng
绝甘分少	jué/gān/fēn/shǎo
绝症	jué/zhèng
绝着	jué/zhāo
绝种	jué/zhǒng
绝缘体	jué/yuán/tǐ
绝色佳人	jué/sè/jiā/rén
绝薪止火	jué/xīn/zhǐ/huǒ
绝裙而去	jué/jū/ér/qù
绝裾而去	jué/jū/ér/qù
绝路逢生	jué/lù/féng/shēng
绝长继短	jué/cháng/jì/duǎn
绝长续短	jué/cháng/xù/duǎn
绝长补短	jué/cháng/bǔ/duǎn
绝顶聪明	jué/dǐng/cōng/míng
绝食	jué/shí
绞尽脑汁	jiǎo/jìn/nǎo/zhī
绞车	jiǎo/chē
统一体	tǒng/yī/tǐ
统共	tǒng/gòng
统属	tǒng/shǔ
统括	tǒng/kuò
统摄	tǒng/shè
统率	tǒng/shuài
统称	tǒng/chēng
统筹兼顾	tǒng/chóu/jiān/gù
统观	tǒng/guān
统计员	tǒng/jì/yuán
绠短汲深	gěng/duǎn/jí/shēn
绠短绝泉	gěng/duǎn/jué/quán
绢扇	juàn/shàn
绣口锦心	xiù/kǒu/jǐn/xīn
绣花枕头	xiù/huā/zhěn/tóu
绣虎雕龙	xiù/hǔ/diāo/lóng
绥宁	suí/níng
绥远	suí/yuǎn
继任	jì/rèn
继古开今	jì/gǔ/kāi/jīn
继往开来	jì/wǎng/kāi/lái
继晷焚膏	jì/guǐ/fén/gāo
继父	jì/fù
继绝存亡	jì/jué/cún/wáng
继继存存	jì/jì/cún/cún
继继承承	jì/jì/chéng/chéng
继继绳绳	jì/jì/mǐn/mǐn
绨袍之义	tì/páo/zhī/yì
绩学之士	jì/xué/zhī/shì
绫罗绸缎	líng/luó/chóu/duàn
续凫截鹤	xù/fú/jié/hè
续凫断鹤	xù/fú/duàn/hè
续鹜短鹤	xù/wù/duǎn/hè
绮纨之岁	qǐ/wán/zhī/suì
绰号	chuò/hào
绰有余裕	chuò/yǒu/yú/yù
绰约	chuò/yuē
绰约多姿	chuò/yuē/duō/zī
绰绰	chuò/chuò
绰绰有余	chuò/chuò/yǒu/yú
绰绰有裕	chuò/chuò/yǒu/yù
绳之以法	shéng/zhī/yǐ/fǎ
绳其祖武	shéng/qí/zǔ/wǔ
绳厥祖武	shéng/jué/zǔ/wǔ
绳墨之言	shéng/mò/zhī/yán
绳子	shéng/zi
绳床瓦灶	shéng/chuáng/wǎ/zào
绳愆纠缪	shéng/qiān/jiū/miù
绳愆纠谬	shéng/qiān/jiū/miù
绳枢瓮牖	shéng/shū/wèng/yǒu
绳趋尺步	shéng/qū/chǐ/bù
绳锯木断	shéng/jù/mù/duàn
维妙维肖	wéi/miào/wéi/xiào
绵力薄材	mián/lì/bó/cái
绵延不断	mián/yán/bù/duàn
绵绵不断	mián/mián/bù/duàn
绵绵不绝	mián/mián/bù/jué
绵绵瓜瓞	mián/mián/guā/dié
绵言细语	mián/yán/xì/yǔ
绵里薄材	mián/lǐ/bó/cái
绵里藏针	mián/lǐ/cáng/zhēn
绷场面	bēng/chǎng/miàn
绷子	bēng/zǐ
绷巴吊拷	bēng/bā/diào/kǎo
绷带	bēng/dài
绷扒吊拷	bēng/bā/diào/kǎo
绷爬吊拷	bēng/pá/diào/kǎo
绷簧	bēng/huáng
绷脸	běng/liǎn
绸缪	chóu/móu
绸缪帷幄	chóu/móu/wéi/wò
绸缪束薪	chóu/móu/shù/xīn
综合	zōng/hé
综合国力	zōng/hé/guó/lì
综核名实	zōng/hé/míng/shí
综述	zōng/shù
绿化	lǜ/huà
绿叶成荫	lǜ/yè/chéng/yīn
绿叶成阴	lǜ/yè/chéng/yīn
绿女红男	lǜ/nǚ/hóng/nán
绿帽子	lǜ/mào/zi
绿惨红愁	lǜ/cǎn/hóng/chóu
绿惨红销	lǜ/cǎn/hóng/xiāo
绿暗红稀	lǜ/àn/hóng/xī
绿林	lù/lín
绿林大盗	lù/lín/dà/dào
绿林好汉	lù/lín/hǎo/hàn
绿林强盗	lù/lín/qiáng/dào
绿林豪士	lù/lín/háo/shì
绿林豪客	lù/lín/háo/kè
绿林豪杰	lù/lín/háo/jié
绿水青山	lǜ/shuǐ/qīng/shān
绿肥红瘦	lǜ/féi/hóng/shòu
绿草如茵	lǜ/cǎo/rú/yīn
绿蓑青笠	lǜ/suō/qīng/lì
绿衣使者	lǜ/yī/shǐ/zhě
绿衣黄里	lǜ/yī/huáng/lǐ
绿酒红灯	lǜ/jiǔ/hóng/dēng
绿鬓朱颜	lǜ/bìn/zhū/yán
绿鬓红颜	lǜ/bìn/hóng/yán
缄口不言	jiān/kǒu/bù/yán
缄口无言	jiān/kǒu/wú/yán
缄口结舌	jiān/kǒu/jié/shé
缆车	lǎn/chē
缉凶	jī/xiōng
缉拿	jī/ná
缉捕	jī/bǔ
缉查	jī/chá
缉私	jī/sī
缉获	jī/huò
缊褐瓢箪	yùn/hè/piáo/dān
缌麻服	sī/má/fú
缓不济急	huǎn/bù/jì/jí
缓兵之计	huǎn/bīng/zhī/jì
缓冲	huǎn/chōng
缓和	huǎn/hé
缓急相济	huǎn/jí/xiāng/jì
缓急轻重	huǎn/jí/qīng/zhòng
缓期	huǎn/qī
缓步代车	huǎn/bù/dài/chē
缓破	chōng/pò
缓行	huǎn/xíng
缓解	huǎn/jiě
缔合	dì/hé
缔约	dì/yuē
缔约国	dì/yuē/guó
缔结	dì/jié
编内	biān/nèi
编发	biān/fā
编号	biān/hào
编年体	biān/nián/tǐ
编排	biān/pái
编校	biān/xiào
编织	biān/zhī
编织品	biān/zhī/pǐn
编织物	biān/zhī/wù
编结	biān/jié
编著	biān/zhù
缘悭命蹇	yuán/qiān/mìng/jiǎn
缘情体物	yuán/qíng/tǐ/wù
缘文生义	yuán/wén/shēng/yì
缘木求鱼	yuán/mù/qiú/yú
缘簿	yuán/bù
缚鸡之力	fù/jī/zhī/lì
缛礼烦仪	rù/lǐ/fán/yí
缝儿	fèng/er
缝制	féng/zhì
缝合	féng/hé
缝子	fèng/zi
缝工	fèng/gōng
缝扣子	féng/kòu/zi
缝穷	fèng/qióng
缝纫	féng/rèn
缝纫机	féng/rèn/jī
缝线	fèng/xiàn
缝缀	féng/zhuì
缝缀破衣服	féng/zhuì/pò/yī/fu
缝缝连连	fèng/fèng/lián/lián
缝衣	féng/yī
缝衣浅带	féng/yī/qiǎn/dài
缝补	féng/bǔ
缝补衣服	féng/bǔ/yī/fu
缝被子	féng/bèi/zi
缝际	fèng/jì
缝隙	fèng/xì
缟纻之交	gāo/zhù/zhī/jiāo
缠夹不清	chán/jiā/bù/qīng
缠磨	chán/mó
缠结	chán/jié
缠绵床褥	chán/mián/chuáng/rù
缠绵悱恻	chán/mián/fěi/cè
缠绵蕴藉	chán/mián/yùn/jiè
缥缈	piāo/miǎo
缧绁之忧	léi/xiè/zhī/yōu
缨子	yīng/zi
缩写	suō/xiě
缩减	suō/jiǎn
缩印	suō/yìn
缩回	suō/huí
缩图	suō/tú
缩地补天	suō/dì/bǔ/tiān
缩头	suō/tóu
缩头缩脑	suō/tóu/suō/nǎo
缩头缩颈	suō/tóu/suō/jǐng
缩小	suō/xiǎo
缩尺	suō/chǐ
缩影	suō/yǐng
缩微	suō/wēi
缩成一团	suō/chéng/yī/tuán
缩手	suō/shǒu
缩手缩脚	suō/shǒu/suō/jiǎo
缩水	suō/shuǐ
缩略	suō/lüè
缩略语	suō/lüè/yǔ
缩短	suō/duǎn
缩砂	sù/shā
缩砂密	sù/shā/mì
缩简	suō/jiǎn
缩紧	suō/jǐn
缩编	suō/biān
缩缩	suō/suō
缩聚	suō/jù
缩衣啬食	suō/yī/sè/shí
缩衣节口	suō/yī/jié/kǒu
缩衣节食	suō/yī/jié/shí
缩进	suō/jìn
缩颈	suō/jǐng
缪种流传	miù/zhǒng/liú/chuán
缫丝厂	sāo/sī/chǎng
缮甲治兵	shàn/jiǎ/zhì/bīng
缴付	jiǎo/fù
缴枪	jiǎo/qiāng
缴械	jiǎo/xiè
缴税	jiǎo/shuì
缴纳	jiǎo/nà
缴获	jiǎo/huò
缴销	jiǎo/xiāo
缸瓦	gāng/wǎ
缺一不可	quē/yī/bù/kě
缺口镊子	quē/kǒu/niè/zi
缺吃少穿	quē/chī/shǎo/chuān
缺吃短穿	quē/chī/duǎn/chuān
缺少	quē/shǎo
缺心少肺	quē/xīn/shǎo/fèi
缺衣少食	quē/yī/shǎo/shí
缺食无衣	quē/shí/wú/yī
罄尽	qìng/jìn
罄竹难书	qìng/zhú/nán/shū
罐头	guàn/tou
网开一面	wǎng/kāi/yī/miàn
网开三面	wǎng/kāi/sān/miàn
网漏吞舟	wǎng/lòu/tūn/zhōu
网络	wǎng/luò
罔极之恩	wǎng/jí/zhī/ēn
罔知所措	wǎng/zhī/suǒ/cuò
罕有	hǎn/yǒu
罕见	hǎn/jiàn
罕言寡语	hǎn/yán/guǎ/yǔ
罕譬而喻	hǎn/pì/ér/yù
罗之一目	luó/zhī/yī/mù
罗刹	luó/chà
罗勒	luó/lè
罗圈	luó/quān
罗圈儿揖	luó/quān/ér/yī
罗圈腿	luó/quān/tuǐ
罗拉	luó/lā
罗掘一空	luó/jué/yī/kōng
罗掘俱穷	luó/jué/jù/qióng
罗敷有夫	luó/fū/yǒu/fū
罗甸	luó/diàn
罗纹	luó/wén
罗织	luó/zhī
罗织构陷	luò/zhī/gòu/xiàn
罗织罪名	luó/zhī/zuì/míng
罗钳吉网	luó/qián/jí/wǎng
罗雀掘鼠	luó/què/jué/shǔ
罚一劝百	fá/yī/quàn/bǎi
罚不当罪	fá/bù/dāng/zuì
罚不责众	fá/bù/zé/zhòng
罡风	gāng/fēng
罢黜百家	bā/chù/bǎi/jiā
罪不可逭	zuì/bù/kě/huàn
罪不容诛	zuì/bù/róng/zhū
罪不胜诛	zuì/bù/shèng/zhū
罪业深重	zuì/yè/shēn/zhòng
罪人不孥	zuì/rén/bù/nú
罪加一等	zuì/jiā/yī/děng
罪大恶极	zuì/dà/è/jí
罪孽深重	zuì/niè/shēn/zhòng
罪应万死	zuì/yīng/wàn/sǐ
罪当万死	zuì/dāng/wàn/sǐ
罪恶	zuì/è
罪恶昭彰	zuì/è/zhāo/zhāng
罪恶昭著	zuì/è/zhāo/zhù
罪恶深重	zuì/è/shēn/zhòng
罪恶滔天	zuì/è/tāo/tiān
罪恶贯盈	zuì/è/guàn/yíng
罪有应得	zuì/yǒu/yīng/dé
罪有攸归	zuì/yǒu/yōu/guī
罪行	zuì/xíng
罪行累累	zuì/xíng/lěi/lèi
罪该万死	zuì/gāi/wàn/sǐ
罪责难逃	zuì/zé/nán/táo
罪过	zuì/guò
罪逆深重	zuì/nì/shēn/zhòng
罪魁祸首	zuì/kuí/huò/shǒu
置之不理	zhì/zhī/bù/lǐ
置之不顾	zhì/zhī/bù/gù
置之度外	zhì/zhī/dù/wài
置之死地	zhì/zhī/sǐ/dì
置之死地而后快	zhì/zhī/sǐ/dì/ér/hòu/kuài
置之死地而后生	zhì/zhī/sǐ/dì/ér/hòu/shēng
置之脑后	zhì/zhī/nǎo/hòu
置之高阁	zhì/zhī/gāo/gé
置信	zhì/xìn
置水之情	zhì/shuǐ/zhī/qíng
置疑	zhì/yí
置若罔闻	zhì/ruò/wǎng/wén
置诸高阁	zhì/zhū/gāo/gé
置身事外	zhì/shēn/shì/wài
置锥之地	zhì/zhuī/zhī/dì
罹难	lí/nàn
羊倌	yáng/guān
羊入虎群	yáng/rù/hǔ/qún
羊圈	yáng/juàn
羊城	yáng/chéng
羊头	yáng/tóu
羊工	yáng/gōng
羊桃	yáng/táo
羊毛	yáng/máo
羊毛出在羊身上	yáng/máo/chū/zài/yáng/shēn/shàng
羊毛脂	yáng/máo/zhī
羊毛衣	yáng/máo/yī
羊毛衫	yáng/máo/shān
羊毫	yáng/háo
羊水	yáng/shuǐ
羊狠狼贪	yáng/hěn/láng/tān
羊痫风	yáng/xián/fēng
羊癫风	yáng/diān/fēng
羊皮筏	yáng/pí/fá
羊皮纸	yáng/pí/zhǐ
羊绒衫	yáng/róng/shān
羊续悬鱼	yáng/xù/xuán/yú
羊羔	yáng/gāo
羊羔美酒	yán/gāo/měi/jiǔ
羊羹	yáng/gēng
羊肉串	yáng/ròu/chuàn
羊肚	yáng/dǔ
羊肠	yáng/cháng
羊肠九曲	yáng/cháng/jiǔ/qǔ
羊肠小道	yáng/cháng/xiǎo/dào
羊肠线	yáng/cháng/xiàn
羊肠鸟道	yáng/cháng/niǎo/dào
羊脂	yáng/zhī
羊膜	yáng/mó
羊落虎口	yáng/luò/hǔ/kǒu
羊角	yáng/jiǎo
羊角风	yáng/jiǎo/fēng
羊触藩篱	yáng/chù/fān/lí
羊质虎皮	yáng/zhì/hǔ/pí
羊齿	yáng/chǐ
羌无故实	qiāng/wú/gù/shí
美不胜收	měi/bù/shèng/shōu
美中不足	měi/zhōng/bù/zú
美丽	měi/lì
美人迟暮	měi/rén/chí/mù
美人香草	měi/rén/xiāng/cǎo
美其名曰	měi/qí/míng/yuē
美化	měi/huà
美地	měi/dì
美女	měi/nǚ
美女簪花	měi/nǚ/zān/huā
美好	měi/hǎo
美如冠玉	měi/rú/guān/yù
美容术	měi/róng/shù
美差	měi/chāi
美意延年	měi/yì/yán/nián
美景	měi/jǐng
美景良辰	měi/jǐng/liáng/chén
美术	měi/shù
美术字	měi/shù/zì
美术片	měi/shù/piàn
美玉无瑕	měi/yù/wú/xiá
美称	měi/chēng
美芹之献	měi/qín/zhī/xiàn
美观	měi/guān
美言不信	měi/yán/bù/xìn
美语	měi/yǔ
美轮美奂	měi/lún/měi/huàn
美食	měi/shí
美食家	měi/shí/jiā
羔羊	gāo/yáng
羚羊挂角	líng/yáng/guà/jiǎo
羝羊触藩	dī/yáng/chù/fān
羞与为伍	xiū/yǔ/wéi/wǔ
羞与哙伍	xiū/yǔ/kuài/wǔ
羞人答答	xiū/rén/dā/dā
羞恶	xiū/wù
羞答答	xiū/dā/dā
羞羞答答	xiū/xiū/dā/dā
羞臊	xiū/sào
羞花闭月	xiū/huā/bì/yuè
羞面见人	xiū/miàn/jiàn/rén
群众关系	qún/zhòng/guān/xì
群众组织	qún/zhòng/zǔ/zhī
群体	qún/tǐ
群威群胆	qún/wēi/qún/dǎn
群居穴处	qún/jū/xué/chǔ
群情鼎沸	qún/qíng/dǐng/fèi
群氓	qún/méng
群空冀北	qún/kōng/jì/běi
群策群力	qún/cè/qún/lì
群而不党	qún/ér/bù/dǎng
群英会	qún/yīng/huì
群蚁溃堤	qún/yǐ/kuì/dī
群蚁附膻	qún/yǐ/fù/shān
群起效尤	qún/qǐ/xiào/yóu
群起而攻之	qún/qǐ/ér/gōng/zhī
群轻折轴	qún/qīng/zhé/zhóu
群雄逐鹿	qún/xióng/zhú/lù
群雌粥粥	qún/cí/yù/yù
群魔乱舞	qún/mó/luàn/wǔ
群鸿戏海	qún/hóng/xì/hǎi
群龙无首	qún/lóng/wú/shǒu
羯羊	jié/yáng
羯鼓催花	jié/gǔ/cuī/huā
羲皇上人	xī/huáng/shàng/rén
羹匙	gēng/chí
羹汤	gēng/tāng
羹藜含糗	gēng/lí/hán/qiǔ
羹藜唅糗	gēng/lí/hán/qiǔ
羽冠	yǔ/guān
羽化	yǔ/huà
羽扇	yǔ/shàn
羽扇纶巾	yǔ/shàn/guān/jīn
羽毛丰满	yǔ/máo/fēng/mǎn
羽毛未丰	yǔ/máo/wèi/fēng
羽翼已成	yǔ/yì/yǐ/chéng
羿射九日	yì/shè/jiǔ/rì
翅膀	chì/bǎng
翅鞘	chì/qiào
翘企	qiáo/qǐ
翘尾巴	qiào/wěi/bā
翘望	qiáo/wàng
翘棱	qiáo/lēng
翘楚	qiáo/chǔ
翘盼	qiáo/pàn
翘翘	qiào/qiào
翘舌音	qiào/shé/yīn
翘起	qiào/qǐ
翘足引领	qiáo/zú/yǐn/lǐng
翘足而待	qiáo/zú/ér/dài
翘辫子	qiào/biàn/zi
翘首	qiáo/shǒu
翘首企足	qiáo/shǒu/qǐ/zú
翘首引领	qiáo/shǒu/yǐn/lǐng
翠围珠绕	cuì/wéi/zhū/rào
翠柏	cuì/bǎi
翠消红减	cuì/xiāo/hóng/jiǎn
翠竹黄花	cuì/zhú/huáng/huā
翠绕珠围	cuì/rào/zhū/wéi
翠绿	cuì/lǜ
翥凤翔鸾	zhù/fèng/xiáng/luán
翦草除根	jiǎn/cǎo/chú/gēn
翩翩公子	piān/piān/gōng/zǐ
翩翩少年	piān/piān/shào/nián
翩翩年少	piān/piān/nián/shǎo
翩翩起舞	piān/piān/qǐ/wǔ
翩翩风度	piān/piān/fēng/dù
翩若惊鸿	piān/ruò/jīng/hóng
翻个儿	fān/gè/ér
翻云覆雨	fān/yún/fù/yǔ
翻供	fān/gòng
翻倒	fān/dǎo
翻卷	fān/juǎn
翻唇弄舌	fān/chún/nòng/shé
翻地	fān/dì
翻复无常	fān/fù/wú/cháng
翻天作地	fān/tiān/zuò/dì
翻天覆地	fān/tiān/fù/dì
翻山越岭	fān/shān/yuè/lǐng
翻弄	fān/nòng
翻手为云，覆手为雨	fān/shǒu/wéi/yún/<py_unk>/fù/shǒu/wéi/yǔ
翻手云覆手雨	fān/shǒu/yún/fù/shǒu/yǔ
翻斗	fān/dǒu
翻来覆去	fān/lái/fù/qù
翻查	fān/chá
翻江倒海	fān/jiāng/dǎo/hǎi
翻江搅海	fān/jiāng/jiǎo/hǎi
翻浆	fān/jiāng
翻涌	fān/yǒng
翻然悔悟	fān/rán/huǐ/wù
翻然改图	fān/rán/gǎi/tú
翻然改进	fān/rán/gǎi/jìn
翻番	fān/fān
翻盖	fān/gài
翻空出奇	fān/kōng/chū/qí
翻筋斗	fān/jīn/dǒu
翻箱倒柜	fān/xiāng/dǎo/guì
翻箱倒笼	fān/xiāng/dǎo/lóng
翻箱倒箧	fān/xiāng/dǎo/qiè
翻肠倒肚	fān/cháng/dǎo/dǔ
翻肠搅肚	fān/cháng/jiǎo/dù
翻脸不认人	fān/liǎn/bù/rèn/rén
翻跟头	fān/gēn/tou
翻跟斗	fān/gēn/dǒu
翻车	fān/chē
翻车鱼	fān/chē/yú
翻转	fān/zhuǎn
翻黄倒皁	fān/huáng/dǎo/yí
翻黄倒皂	fān/huáng/dǎo/zào
翼侧	yì/cè
翼翼小心	yì/yì/xiǎo/xīn
翼翼飞鸾	yì/yì/fēi/luán
耀武扬威	yào/wǔ/yáng/wēi
耀祖荣宗	yào/zǔ/róng/zōng
老之将至	lǎo/zhī/jiāng/zhì
老于世故	lǎo/yú/shì/gù
老亲	lǎo/qīn
老人家	lǎo/rén/jiā
老伯	lǎo/bó
老伯伯	lǎo/bó/bo
老佛爷	lǎo/fó/yé
老僧入定	lǎo/sēng/rù/dìng
老几	lǎo/jǐ
老化	lǎo/huà
老区	lǎo/ōu
老处女	lǎo/chǔ/nǚ
老大	lǎo/dà
老大哥	lǎo/dà/gē
老大姐	lǎo/dà/jiě
老大娘	lǎo/dà/niáng
老大徒伤悲	lǎo/dà/tú/shāng/bēi
老大无成	lǎo/dà/wú/chéng
老大爷	lǎo/dà/yé
老大难	lǎo/dà/nàn
老天拔地	lǎo/tiān/bá/dì
老夫	lǎo/fū
老夫子	lǎo/fū/zǐ
老头	lǎo/tóu
老头儿	lǎo/tou/er
老头子	lǎo/tóu/zi
老奸巨滑	lǎo/jiān/jù/huá
老奸巨猾	lǎo/jiān/jù/huá
老好人	lǎo/hǎo/rén
老妪能解	lǎo/yù/néng/jiě
老婆婆	lǎo/pó/po
老婆当军	lǎo/pó/dāng/jūn
老子	lǎo/zi
老实巴交	lǎo/shí/bā/jiāo
老家	lǎo/jiā
老将	lǎo/jiàng
老少	lǎo/shào
老师宿儒	lǎo/shī/xiǔ/rú
老底	lǎo/dǐ
老弟	lǎo/dì
老弱残兵	lǎo/ruò/cán/bīng
老当益壮	lǎo/dāng/yì/zhuàng
老态龙钟	lǎo/tài/lóng/zhōng
老成持重	lǎo/chéng/chí/zhòng
老成练达	lǎo/chéng/liàn/dá
老成见到	lǎo/chéng/jiàn/dào
老景	lǎo/jǐng
老有所终	lǎo/yǒu/suǒ/zhōng
老朽无能	lǎo/xiǔ/wú/néng
老来俏	lǎo/lái/qiào
老来少	lǎo/lái/shào
老死不相往来	lǎo/sǐ/bù/xiāng/wǎng/lái
老气横秋	lǎo/qì/héng/qiū
老江湖	lǎo/jiāng/hú
老汤	lǎo/tāng
老油条	lǎo/yóu/tiáo
老泪纵横	lǎo/lèi/zòng/héng
老父	lǎo/fù
老牛破车	lǎo/niú/pò/chē
老牛舐犊	lǎo/niú/shì/dú
老王卖瓜	lǎo/wáng/mài/guā
老生常谈	lǎo/shēng/cháng/tán
老疙瘩	lǎo/gē/dā
老白干儿	lǎo/bái/gān/ér
老相	lǎo/xiāng
老相识	lǎo/xiāng/shí
老着脸皮	lǎo/zhe/liǎn/pí
老糊涂	lǎo/hú/tú
老罴当道	lǎo/pí/dāng/dào
老羞成怒	lǎo/xiū/chéng/nù
老老少少	lǎo/lǎo/shào/shào
老而不死	lǎo/ér/bù/sǐ
老而不死是为贼	lǎo/ér/bù/sǐ/shì/wéi/zéi
老莱娱亲	lǎo/lái/yú/qīn
老虎头上扑苍蝇	lǎo/hǔ/tóu/shàng/pū/cāng/yíng
老虎头上搔痒	lǎo/hǔ/tóu/shàng/sāo/yǎng
老虎屁股摸不得	lǎo/hǔ/pì/gǔ/mō/bù/dé
老蚌珠胎	lǎo/bàng/zhū/tāi
老蚌生珠	lǎo/bàng/shēng/zhū
老蚕作茧	lǎo/cán/zuò/jiǎn
老调	lǎo/diào
老调重弹	lǎo/diào/zhòng/dàn
老调重谈	lǎo/diào/chóng/tán
老谋深算	lǎo/móu/shēn/suàn
老迈龙钟	lǎo/mài/lóng/zhōng
老马恋栈	lǎo/mǎ/liàn/zhàn
老马识途	lǎo/mǎ/shí/tú
老骥伏枥	lǎo/jì/fú/lì
老骨头	lǎo/gú/tou
老鼠夹	lǎo/shǔ/jiā
老鼠过街	lǎo/shǔ/guò/jiē
老鼠过街，人人喊打	lǎo/shǔ/guò/jiē/<py_unk>/rén/rén/hǎn/dǎ
考中	kǎo/zhōng
考分	kǎo/fēn
考勤簿	kǎo/qín/bù
考区	kǎo/qū
考卷	kǎo/juàn
考场	kǎo/chǎng
考据	kǎo/jù
考据学	kǎo/jù/xué
考期	kǎo/qī
考查	kǎo/chá
考核	kǎo/hé
考绩幽明	kǎo/jì/yōu/míng
考量	kǎo/liáng
考风	kǎo/fēng
者也之乎	zhě/yě/zhī/hū
耆宿	qí/sù
耆年硕德	qí/nián/shuò/dé
耆德硕老	qí/dé/shuò/lǎo
耆老	qí/lǎo
而且	ér/qiě
而今而后	ér/jīn/ér/hòu
而立之年	ér/lì/zhī/nián
耍单儿	shuǎ/dān/ér
